"banner_image","fullname","images/0","images/1","images/2","images/3","in_reply_to/0","in_reply_to/1","in_reply_to/2","in_reply_to/3","language","likes","num_followers","num_following","query","quotes","replies","retweets","text","timestamp","total_likes","total_tweets","tweet_avatar","tweet_hashtags/0","tweet_hashtags/1","tweet_hashtags/2","tweet_hashtags/3","tweet_hashtags/4","tweet_hashtags/5","tweet_hashtags/6","tweet_hashtags/7","tweet_hashtags/8","tweet_hashtags/9","tweet_hashtags/10","tweet_hashtags/11","tweet_hashtags/12","tweet_hashtags/13","tweet_id","tweet_links/0","tweet_links/1","tweet_links/2","tweet_mentions/0","tweet_mentions/1","url","username"
,"dy",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","kesel bgt drtdi nunggu gojek blm sampe sampe kirain makanan blm jdi, tau nyaa abg nyaa ga ngambil ngambil😡","2023-10-31 08:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1566083843505164288/jcixtxtw_400x400.jpg",,,,,,,,,,,,,,,"1719275556481769760",,,,,,"https://twitter.com/zeusdejun/status/1719275556481769760","@zeusdejun"
,"jalansore",,,,,"@kumparan",,,,"id","2",,,"Gojek lang:in","0","1","0","Udah ruwet di kantor pengen pulang, atau buru-buru ke suatu tempat, eh malah suruh nego2 an.
Iya sih, ini nantinya bakal jadi opsi, tapi kayanya ga penting.
Saking Gojek gabisa handle mitra dan customernya, sekalian malah diadu. 
Piye to @gojekindonesia ?","2023-10-31 08:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1612760131900669953/eosx3EG8_400x400.jpg",,,,,,,,,,,,,,,"1719274704299872612",,,,"gojekindonesia",,"https://twitter.com/haryomukti/status/1719274704299872612","@haryomukti"
,"Yosano Ishaq",,,,,,,,,"id","2",,,"Gojek lang:in","0","1","0","Kenapa kok rasanya kita tinggal di era yang “terasa” depressing banget.

Padahal kita ada di masa paling maju dan convenient di sejarah umat manusia.

1. Mau makan tinggal gojek
2. Kalo kerasa panas tinggal pake ac
3. Meeting sama orang US tinggal dari laptop

Kok bisa gini ya?","2023-10-31 08:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1635475889462059009/3SfswORR_400x400.jpg",,,,,,,,,,,,,,,"1719275533136220607",,,,,,"https://twitter.com/yosanoishaq/status/1719275533136220607","@yosanoishaq"
,"ДCΞPCHΞИҜФ",,,,,"@stillgray",,,,"id","0",,,"Gojek lang:in","0","1","0","Tolong panggil mas gojek yang kemarin..","2023-10-31 08:47:00+00:00",,,"https://pbs.twimg.com/profile_images/1643072151988371456/sV-qFDB6_400x400.jpg",,,,,,,,,,,,,,,"1719274929449992689",,,,,,"https://twitter.com/acepchenko_/status/1719274929449992689","@acepchenko_"
,"ibi🦋","https://pbs.twimg.com/media/F9wWveyaoAAeq9g.jpg?format=jpg&name=medium",,,,,,,,"id","4",,,"Gojek lang:in","0","0","0","yeaayy bapak gojek tidak demo lg","2023-10-31 08:44:00+00:00",,,"https://pbs.twimg.com/profile_images/1711756682395811840/NTp0ZGHi_400x400.jpg",,,,,,,,,,,,,,,"1719274169131819440",,,,,,"https://twitter.com/churro0us/status/1719274169131819440","@churro0us"
,"Hape!",,,,,"@fchsiguro",,,,"id","0",,,"Gojek lang:in","0","0","0","Coba lain kali di check palanya sehabis naik gojek","2023-10-31 08:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1698953347615895552/8Tz-Ze9n_400x400.jpg",,,,,,,,,,,,,,,"1719274580802781621",,,,,,"https://twitter.com/06_5hp/status/1719274580802781621","@06_5hp"
,"وي",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Akibat fokus nunggu gojek sampe lupa lagi ngambil paket, dahal tu paket isinya skincare yg dah ditunggu-tunggu.","2023-10-31 08:43:00+00:00",,,"https://pbs.twimg.com/profile_images/1710949566747717632/A2NLc-kY_400x400.jpg",,,,,,,,,,,,,,,"1719273753669144912",,,,,,"https://twitter.com/BelongstoEdo/status/1719273753669144912","@BelongstoEdo"
,"(450+ TESTI) JANE - joktug essay ppt desain etc","https://pbs.twimg.com/media/F9wWlG3bAAA7C_d.jpg?format=jpg&name=medium",,,,,,,,"de","0",,,"Gojek lang:in","1","1","0","WTS // Want To Sell

🌷 Voc gofood 45% 🌷
- Sudah GF+✅
- Minimal order 40k 
- Fee 5k

⚠️ Langsung wa
Tag. voucher gojek #zonauang","2023-10-31 08:43:00+00:00",,,"https://pbs.twimg.com/profile_images/1714087716839899136/k8Ekc8Ih_400x400.jpg","#zonauang",,,,,,,,,,,,,,"1719273990416736702",,,,,,"https://twitter.com/ngefreelance/status/1719273990416736702","@ngefreelance"
,"Mitra Gojek",,,,,"@catwomanizer",,,,"hr","16",,,"Gojek lang:in","0","0","2","Lol u gmna sik 🗿🗿🗿","2023-10-31 08:39:00+00:00",,,"https://pbs.twimg.com/profile_images/1248457704567230464/TM-RDOjH_400x400.jpg",,,,,,,,,,,,,,,"1719272766011261326",,,,,,"https://twitter.com/wawanrmdns/status/1719272766011261326","@wawanrmdns"
,"sa ✦⠁",,,,,,,,,"id","2",,,"Gojek lang:in","0","3","0","abis dianter abang gojek sampe depan rumah terus kita cuman tatap”an dan saling nungguin karena abangnya kayak mau ngomong sesuatu, tapi posisinya aku udah bayar jadi kirain abangnya lupa, abis itu abangnya ngomong, “helmnya neng” TERNYATA GWE BLM BALIKIN HELMNYA 💔💔","2023-10-31 08:40:00+00:00",,,"https://pbs.twimg.com/profile_images/1713564236704878592/TKOdWRT__400x400.jpg",,,,,,,,,,,,,,,"1719273173882208642",,,,,,"https://twitter.com/fchsiguro/status/1719273173882208642","@fchsiguro"
,"TAN 🩵",,,,,,,,,"id","1",,,"Gojek lang:in","0","0","0","Untuk WayV aku akan pulang naik gojek ☝️
Tolong drop album details @WayV_official","2023-10-31 08:42:00+00:00",,,"https://pbs.twimg.com/profile_images/1657297960651325440/CRxqeunj_400x400.jpg",,,,,,,,,,,,,,,"1719273682412142878",,,,"WayV_official",,"https://twitter.com/Sunny10vely/status/1719273682412142878","@Sunny10vely"
,"cays//voucher gojek gratis di bio✨",,,,,"@ub_mfs",,,,"id","0",,,"Gojek lang:in","0","0","0","masih ada ga nder?","2023-10-31 08:36:00+00:00",,,"https://pbs.twimg.com/profile_images/1682710755664351232/JQy7Js3D_400x400.jpg",,,,,,,,,,,,,,,"1719272150920728631",,,,,,"https://twitter.com/moonverest/status/1719272150920728631","@moonverest"
,"ini naf",,,,,,,,,"hr","0",,,"Gojek lang:in","0","0","0","Naik gojek 10 rb,kurang 7 rb","2023-10-31 08:42:00+00:00",,,"https://pbs.twimg.com/profile_images/1719207843168210944/S43RQI-L_400x400.jpg",,,,,,,,,,,,,,,"1719273537087934676",,,,,,"https://twitter.com/twizvted/status/1719273537087934676","@twizvted"
,"cha",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Gapernahh transaksi di gopayy nya gojek, sekalinya transaksi lupa pin:( barang inget ternyata pinnya sama kaya atm nya suami orang🤣🤣🤣🤣","2023-10-31 08:41:00+00:00",,,"https://pbs.twimg.com/profile_images/1694630369432350720/RSa5NAEx_400x400.jpg",,,,,,,,,,,,,,,"1719273421018955810",,,,,,"https://twitter.com/poochachoo/status/1719273421018955810","@poochachoo"
,"𝑠ℎ𝑎",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","telkomsel lagi kenapa dah ajg w mu pesen gojek gabisa","2023-10-31 08:34:00+00:00",,,"https://pbs.twimg.com/profile_images/1489977956353310721/lKp3W0pe_400x400.jpg",,,,,,,,,,,,,,,"1719271732278861828",,,,,,"https://twitter.com/syshgbt/status/1719271732278861828","@syshgbt"
,"cays//voucher gojek gratis di bio✨",,,,,"@ub_mfs",,,,"id","0",,,"Gojek lang:in","0","0","0","info juga dong :(","2023-10-31 08:37:00+00:00",,,"https://pbs.twimg.com/profile_images/1682710755664351232/JQy7Js3D_400x400.jpg",,,,,,,,,,,,,,,"1719272477631889690",,,,,,"https://twitter.com/moonverest/status/1719272477631889690","@moonverest"
,"yasaafrina",,,,,"@kumparan",,,,"id","0",,,"Gojek lang:in","0","0","0","Mau ga mau Gojek harus gini, buat emak-emak, anak sekolah semuanya maunya ya murah, kalo ga gini bisa pada lari ke maksim ma indreper","2023-10-31 08:35:00+00:00",,,"https://pbs.twimg.com/profile_images/1667425328053256193/9je5Szr__400x400.jpg",,,,,,,,,,,,,,,"1719271751945957792",,,,,,"https://twitter.com/yasaafrina/status/1719271751945957792","@yasaafrina"
,"nayaanay",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","syitmen, aku lagi bengong tau tau jatoh karna gojek aku tabrakan😔","2023-10-31 08:37:00+00:00",,,"https://pbs.twimg.com/profile_images/1671794782446944257/xYV8N1F2_400x400.jpg",,,,,,,,,,,,,,,"1719272283204919296",,,,,,"https://twitter.com/nayastories/status/1719272283204919296","@nayastories"
,"cays//voucher gojek gratis di bio✨",,,,,"@ub_mfs",,,,"id","0",,,"Gojek lang:in","0","0","0","masih ada ga nder?","2023-10-31 08:36:00+00:00",,,"https://pbs.twimg.com/profile_images/1682710755664351232/JQy7Js3D_400x400.jpg",,,,,,,,,,,,,,,"1719272042519020012",,,,,,"https://twitter.com/moonverest/status/1719272042519020012","@moonverest"
,"yoru","https://pbs.twimg.com/media/F9wMIpAaIAAKkQp.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","adalah aku tiap naik gojek ditanya aslinya mana selalu jawab surabaya 😭 malah bapaknya oh pantesan logatnya jawa timuran pdhl mah wkwkwkwk","2023-10-31 08:34:00+00:00",,,"https://pbs.twimg.com/profile_images/1718595554962546688/fAmWTE7w_400x400.jpg",,,,,,,,,,,,,,,"1719271711022158128",,,,,,"https://twitter.com/iniraafluy/status/1719271711022158128","@iniraafluy"
,"Siapa Aku?",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Sekarang pelayanan cs gojek agak menurun ya? Apa cs nya banyak yg di layoff?

@gojekindonesia","2023-10-31 08:31:00+00:00",,,"https://pbs.twimg.com/profile_images/1627943228627632130/fJKd_Ffa_400x400.jpg",,,,,,,,,,,,,,,"1719270960329822665",,,,"gojekindonesia",,"https://twitter.com/Indonesia_Anbu/status/1719270960329822665","@Indonesia_Anbu"
,"Katadata.co.id",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Gojek Uji Coba GoRide Nego, Driver Ojol Khawatir Pendapatan Turun dlvr.it/SyB2gW","2023-10-31 08:35:00+00:00",,,"https://pbs.twimg.com/profile_images/1716746607641939968/oN92o1xa_400x400.jpg",,,,,,,,,,,,,,,"1719271763052532174","http://dlvr.it/SyB2gW",,,,,"https://twitter.com/KATADATAcoid/status/1719271763052532174","@KATADATAcoid"
,"sleepy tinker",,,,,"@sbyfess",,,,"id","0",,,"Gojek lang:in","0","0","0","Gojek mostly, sesekali grab kalo pas rute jauh kadang lumayan beda harganya","2023-10-31 08:32:00+00:00",,,"https://pbs.twimg.com/profile_images/1708149610735362048/OzZeoRmY_400x400.jpg",,,,,,,,,,,,,,,"1719271150545670385",,,,,,"https://twitter.com/doobydumzz/status/1719271150545670385","@doobydumzz"
,"Adinda ♀️",,,,,"@sbyfess",,,,"id","0",,,"Gojek lang:in","0","0","0","Gojek soale kalo misal kecelakaan ada asuransinya terus nomer kita gk bs diliat sm driver jd lebih privasi","2023-10-31 08:22:00+00:00",,,"https://pbs.twimg.com/profile_images/1257291397998108674/FEgjM0r0_400x400.jpg",,,,,,,,,,,,,,,"1719268550056284350",,,,,,"https://twitter.com/dinayu12/status/1719268550056284350","@dinayu12"
,"Angin Gunung",,,,,"@AdrianRoute08",,,,"id","1",,,"Gojek lang:in","0","1","0","GK masalah .ngomong ae gojek .tapi sepeda kudu di tuntun.nek pas ruangan kantor ngarep Dewe enak.tapi nek kantor Nang mburi..tak jamin gempor cak ...mlebu metu kudu dituntun sepeda motore..,,😂","2023-10-31 08:25:00+00:00",,,"https://pbs.twimg.com/profile_images/1521434534423961602/fmV1UGkX_400x400.jpg",,,,,,,,,,,,,,,"1719269311397916808",,,,,,"https://twitter.com/Noer49661203/status/1719269311397916808","@Noer49661203"
,"Ucay","https://pbs.twimg.com/media/F9vNrnwbYAAGosR.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","3","0","Ongkos hitungannya udah termasuk affordable, tiba2 mau ada fitur tawar. Gojek nih lagi caper sama siapa sih, gila kali tarifnya ditawar","2023-10-31 08:25:00+00:00",,,"https://pbs.twimg.com/profile_images/1678449779628711936/WFPg1Wlz_400x400.jpg",,,,,,,,,,,,,,,"1719269405765579025",,,,,,"https://twitter.com/likalikuliz/status/1719269405765579025","@likalikuliz"
,"Mawar || 🌷",,,,,"@kumparan",,,,"id","0",,,"Gojek lang:in","0","0","0","Gue ngerasa ini ya strategi Gojek supaya pengguna makin banyak hahaha","2023-10-31 08:27:00+00:00",,,"https://pbs.twimg.com/profile_images/1631965004273704960/o6t8dtxH_400x400.jpg",,,,,,,,,,,,,,,"1719269745445470413",,,,,,"https://twitter.com/InilahMawar/status/1719269745445470413","@InilahMawar"
,"Fifi candra",,,,,"@kumparan",,,,"id","0",,,"Gojek lang:in","0","0","0","Justru kata gue bagus malah gojek bikin opsi alternatif lain gak sih?","2023-10-31 08:25:00+00:00",,,"https://pbs.twimg.com/profile_images/1631127979387658240/LOH5sQqJ_400x400.jpg",,,,,,,,,,,,,,,"1719269308138983924",,,,,,"https://twitter.com/fificandra08/status/1719269308138983924","@fificandra08"
,"natt","https://pbs.twimg.com/media/F9wMIpAaIAAKkQp.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","nder.. aku pernah boong gini, pas naik gojek. sial nya, malah aku kejebak sendiri wkwkkw

jadi awalnya abang ojek nya nanya 
""asal mana dek?"" (krna dia liat aku keluar dari kost'an)
""asal kota A pak""
""lah saya juga tinggal disana"" 
(MAMPUS GA? WKWKKWKWKW)
trus aku cuma kayak-","2023-10-31 08:31:00+00:00",,,"https://pbs.twimg.com/profile_images/1623203365219082240/9PPi1rkU_400x400.jpg",,,,,,,,,,,,,,,"1719270778993356939",,,,,,"https://twitter.com/softydwn/status/1719270778993356939","@softydwn"
,"Venus",,,,,"@kumparan",,,,"id","0",,,"Gojek lang:in","0","0","0","Menurut gue ini si langkah cerdas dari Gojek, biar bisa ngejar pangsa pasar lebih banyak.","2023-10-31 08:26:00+00:00",,,"https://pbs.twimg.com/profile_images/1314521428486627328/LqicfimD_400x400.jpg",,,,,,,,,,,,,,,"1719269645100929442",,,,,,"https://twitter.com/aishitoru__/status/1719269645100929442","@aishitoru__"
,"............","https://pbs.twimg.com/media/F9wSrymaoAA3ISm.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Mmg sedri awal dah janjian aku mau jemput tp kalo malem aku gabisa. Udah kubilang gitu masih nelfonin ae i🙂
Pdhal jawabe nek malem dia gojek
Jam 11 bukankah trlalu malam sekali 🙂","2023-10-31 08:26:00+00:00",,,"https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png",,,,,,,,,,,,,,,"1719269705993884023",,,,,,"https://twitter.com/ikanhiuuudilaut/status/1719269705993884023","@ikanhiuuudilaut"
,"𝗱𝗶𝗿",,,,,"@hatiatii",,,,"nl","0",,,"Gojek lang:in","0","2","0","gojek bg kt hrs jd independent woman","2023-10-31 08:20:00+00:00",,,"https://pbs.twimg.com/profile_images/1713627760713936896/lVHfHSJT_400x400.jpg",,,,,,,,,,,,,,,"1719268090209542373",,,,,,"https://twitter.com/vlnfndrp/status/1719268090209542373","@vlnfndrp"
,"Fern",,,,,"@convomf",,,,"id","0",,,"Gojek lang:in","0","2","0","Gua banget lagi kalo naik gojek suka ditanya-tanyain kuliah dimana gua jawab UI 😭🙏🏻","2023-10-31 08:20:00+00:00",,,"https://pbs.twimg.com/profile_images/1629335123408883715/x67Z_lTH_400x400.jpg",,,,,,,,,,,,,,,"1719268022240895212",,,,,,"https://twitter.com/Benelficial/status/1719268022240895212","@Benelficial"
,"mainaman",,,,,"@OnlyFrens",,,,"id","0",,,"Gojek lang:in","0","0","1","Gojek kalau jarak deket biasanya ongkos 15K, divernya cuma dapat 10,400, potongannya bukan lg 20% dengan dalih biaya layanan dll.","2023-10-31 07:59:00+00:00",,,"https://pbs.twimg.com/profile_images/1699563201913044992/1gB4eypg_400x400.png",,,,,,,,,,,,,,,"1719262912873963588",,,,,,"https://twitter.com/pernahterlalu/status/1719262912873963588","@pernahterlalu"
,"lela",,,,,"@renabetic","@DraftAnakUnpad",,,"id","0",,,"Gojek lang:in","0","1","0","di gkpn kost anabela ya, aku pesen via dm ig @/woffle.jatinangor tapi kayanya ada di gojek/grab juga -s","2023-10-31 08:15:00+00:00",,,"https://pbs.twimg.com/profile_images/1717577275733164032/KC6YGa02_400x400.jpg",,,,,,,,,,,,,,,"1719266831951921236",,,,,,"https://twitter.com/lailaapf/status/1719266831951921236","@lailaapf"
,"찬양이😾","https://pbs.twimg.com/media/F9wMIpAaIAAKkQp.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","gw skrg slalu boong tiap ditanya udh nikah apa blm sama driver gojek. slalu gw jawab udh. TAPI ABIS ITU DIA NANYA LG JIRRRR ""udh punya anak blm mba?"" gw jawab aj blm. bapak drivernya malah doain ""semoga bisa cpt punya anak ya mba"" 😭😭😭😭😭😭","2023-10-31 08:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1711762327845097472/vblvA0kO_400x400.jpg",,,,,,,,,,,,,,,"1719267030103425447",,,,,,"https://twitter.com/pikaaychu/status/1719267030103425447","@pikaaychu"
,"𝙗𝙤𝙩𝙖𝙨𝙩𝙞𝙘_",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","Kayaknya ini cuma jaketnya aja gojek. Biar dikira dia driver Gojek, dan orang mudah percaya padahal emang orang jahat dg modus pemerasan.","2023-10-31 08:18:00+00:00",,,"https://pbs.twimg.com/profile_images/1686720682615508993/prvj6kjc_400x400.jpg",,,,,,,,,,,,,,,"1719267471813955791",,,,,,"https://twitter.com/kamimocha/status/1719267471813955791","@kamimocha"
,"Patrick212","https://pbs.twimg.com/media/F9s0cMraQAASDbL.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Ini mah opang yg nyamar jadi ojol, jadi percuma dilaporkan di kantor gojek, orang dianya ndak terdaftar","2023-10-31 08:15:00+00:00",,,"https://pbs.twimg.com/profile_images/1371571706372890624/WrLjpHSe_400x400.jpg",,,,,,,,,,,,,,,"1719266849509319153",,,,,,"https://twitter.com/patrick212_/status/1719266849509319153","@patrick212_"
,"de☁️",,,,,"@convomf",,,,"id","0",,,"Gojek lang:in","0","0","0","gw suka boong klo ditempat2 baru,
soalnya bapak gojek suka basabasi nanya yodah biar ada bahasan asal jeplak aja padahal ngga tau apa apa🙃🤏","2023-10-31 08:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1256487837123280901/cFT7_YAf_400x400.jpg",,,,,,,,,,,,,,,"1719267123502145895",,,,,,"https://twitter.com/Dewaymdi/status/1719267123502145895","@Dewaymdi"
,"Komang",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","Kadang mikir kasian juga kayak gojek gini kepotong admin lumayan, tp selalu mikir juga mending pake apk. biar semuanya ke record dan lebih seneng cashless simpel","2023-10-31 08:18:00+00:00",,,"https://pbs.twimg.com/profile_images/1363161155414355969/KCrf9xD1_400x400.jpg",,,,,,,,,,,,,,,"1719267622867669258",,,,,,"https://twitter.com/nnidiash/status/1719267622867669258","@nnidiash"
,"KEPAK SAYAP Ayam fraitciken",,,,,"@kumparan",,,,"id","0",,,"Gojek lang:in","1","0","0","Berapapun tarifnya, persenan gojek ttp segitu. Makin sadis kita nawar, makin kasian drivernya. Plis janganlah kita pake fitur ini, plis jangan yakk. Kasian driver2 nantinya.","2023-10-31 08:19:00+00:00",,,"https://pbs.twimg.com/profile_images/1008759466399969280/Sr_8bwni_400x400.jpg",,,,,,,,,,,,,,,"1719267737183432741",,,,,,"https://twitter.com/depiiwii/status/1719267737183432741","@depiiwii"
,"sashi","https://pbs.twimg.com/media/F9wQBkkaEAAEnzG.jpg?format=jpg&name=medium",,,,,,,,"id","1",,,"Gojek lang:in","0","0","0","Penampakan manusia di suruh meeting tapi baru di infoin 30 menit dan baru dapet gojek setelah 10 menit berdiri","2023-10-31 08:15:00+00:00",,,"https://pbs.twimg.com/profile_images/1714717764014026752/MTni62aR_400x400.jpg",,,,,,,,,,,,,,,"1719266785067958414",,,,,,"https://twitter.com/sashiemieater/status/1719266785067958414","@sashiemieater"
,"lela",,,,,"@lubynabo","@DraftAnakUnpad",,,"id","1",,,"Gojek lang:in","0","0","0","di gkpn kost anabela ya, aku pesen via dm ig @/woffle.jatinangor tapi kayanya ada di gojek/grab juga -s","2023-10-31 08:14:00+00:00",,,"https://pbs.twimg.com/profile_images/1717577275733164032/KC6YGa02_400x400.jpg",,,,,,,,,,,,,,,"1719266702012325898",,,,,,"https://twitter.com/lailaapf/status/1719266702012325898","@lailaapf"
,"dw",,,,,,,,,"id","12",,,"Gojek lang:in","0","1","2","Fuck gue lg nunggu gojek tbtb disamperin mas mas sambil senyum","2023-10-31 08:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1679538125306236934/CMyENE6K_400x400.jpg",,,,,,,,,,,,,,,"1719264955088957680",,,,,,"https://twitter.com/urfavoboi/status/1719264955088957680","@urfavoboi"
,"S",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Siapa salting dgn gojek?!?!! akkkk 😖☝🏼","2023-10-31 08:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1635276738719801346/sn9WS7_1_400x400.jpg",,,,,,,,,,,,,,,"1719266202307166662",,,,,,"https://twitter.com/dejvue3s_/status/1719266202307166662","@dejvue3s_"
,"_whirtle",,,,,"@arkadraws",,,,"id","0",,,"Gojek lang:in","0","1","0","Untung gak pernah makan mekdi/sbux/kfc karena di sini emang jauh"" + kalo gojek pun ongkirnya bisa nyamain 1 porsi 🤣😭
Dan di sini udah ada langganan geprek yang enak. Mungkin yang agak susah itu kosmetik/skinker ya, karena cocok""an wkwk","2023-10-31 08:13:00+00:00",,,"https://pbs.twimg.com/profile_images/1714989014573608960/H4A2eDZg_400x400.jpg",,,,,,,,,,,,,,,"1719266234573979650",,,,,,"https://twitter.com/niel_vlnt/status/1719266234573979650","@niel_vlnt"
,"Mok",,,,,"@pennywise_sec",,,,"hr","0",,,"Gojek lang:in","0","1","0","Dadi fake gojek","2023-10-31 08:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1589146975387103232/vqiQJtke_400x400.jpg",,,,,,,,,,,,,,,"1719265178729267440",,,,,,"https://twitter.com/Bimok14/status/1719265178729267440","@Bimok14"
,"Gojek Indonesia",,,,,,,,,"id","20",,,"Gojek lang:in","0","7","4","Catet dulu guys, buat nanti jalan-jalan ke tempat nongkrong atau otw kantor.

Cara pake GoRide Transit:","2023-10-31 08:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1335106114610839552/sF4s4MMz_400x400.jpg",,,,,,,,,,,,,,,"1719265793731690553",,,,,,"https://twitter.com/gojekindonesia/status/1719265793731690553","@gojekindonesia"
,"S",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","kek pas lwt gang kecil tu emg 2 arah gt kan, trs ada abng² kerupuk kalo ga slh mepet motor gojek gue.
trs sii gojek miring² gt, trs pas udh abs itu sii gojek bilang "" bahaya banget kayunya, takut kena kamu "" 
Pas denger itu kek akjsjaksjaks yaloh 😣","2023-10-31 08:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1635276738719801346/sn9WS7_1_400x400.jpg",,,,,,,,,,,,,,,"1719266090839421115",,,,,,"https://twitter.com/dejvue3s_/status/1719266090839421115","@dejvue3s_"
,"LucuLucuaaan 💚",,,,,,,,,"id","441",,,"Gojek lang:in","18","103","80","Sebuah tutorial

🎥 /kas.is","2023-10-30 12:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1658501794069381120/A3GQybwp_400x400.jpg",,,,,,,,,,,,,,,"1718973526018019813",,,,,,"https://twitter.com/luculucuaaan/status/1718973526018019813","@luculucuaaan"
,"Sapto Wibowo",,,,,"@worksfess",,,,"id","1",,,"Gojek lang:in","0","0","0","Halim nggak ada TJ atau KRL. Paling enak dari Soetta terus naik Bis Damri jurusan Mangga Dua Square. Abis turun naik gojek deh atau grab.","2023-10-31 08:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1600829068534243328/FqQgXof4_400x400.jpg",,,,,,,,,,,,,,,"1719265702643990530",,,,,,"https://twitter.com/Mbotorola/status/1719265702643990530","@Mbotorola"
,"sou","https://pbs.twimg.com/media/F9wO8dgaQAAP-PF.jpg?format=jpg&name=medium",,,,,,,,"da","0",,,"Gojek lang:in","0","4","0","menunggu gojek + free forehead + hbs nangis","2023-10-31 08:10:00+00:00",,,"https://pbs.twimg.com/profile_images/1700279771056517120/XvhMRu4g_400x400.jpg",,,,,,,,,,,,,,,"1719265603171852716",,,,,,"https://twitter.com/lankaszz/status/1719265603171852716","@lankaszz"
,"☆˖°",,,,,,,,,"tl","0",,,"Gojek lang:in","0","0","0","gojek gila ya? ongkir nya mahal bgt bgst","2023-10-31 08:14:00+00:00",,,"https://pbs.twimg.com/profile_images/1717356960360873984/iL6R5qdT_400x400.jpg",,,,,,,,,,,,,,,"1719266515051245679",,,,,,"https://twitter.com/monj1rooo/status/1719266515051245679","@monj1rooo"
,"Mas Zone",,,,,,,,,"id","3",,,"Gojek lang:in","0","2","2","Manajemen gojek udah turun ke lapangan belum yah?...","2023-10-31 02:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1718902457416486912/VxpK43Eo_400x400.jpg",,,,,,,,,,,,,,,"1719174461386301822",,,,,,"https://twitter.com/ZoneVenomWar/status/1719174461386301822","@ZoneVenomWar"
,"pr0f1tr0n1","https://pbs.twimg.com/media/F9vNrnwbYAAGosR.jpg?format=jpg&name=medium",,,,,,,,"sl","0",,,"Gojek lang:in","0","0","0","Apa ga makin remuk driver gojek?","2023-10-31 08:07:00+00:00",,,"https://pbs.twimg.com/profile_images/1710875641862852608/gnWdRJ3P_400x400.jpg",,,,,,,,,,,,,,,"1719264934520070356",,,,,,"https://twitter.com/Pr0f1t120n1/status/1719264934520070356","@Pr0f1t120n1"
,"S",,,,,,,,,"pl","0",,,"Gojek lang:in","0","1","0","gue dpt gojek yg aos woii akjsjaksjaks 😖💗","2023-10-31 08:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1635276738719801346/sn9WS7_1_400x400.jpg",,,,,,,,,,,,,,,"1719265095392669890",,,,,,"https://twitter.com/dejvue3s_/status/1719265095392669890","@dejvue3s_"
,"َ",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","ngigo gue skrg adalah mesen gojek dan berwngkat ke kampus pdhl masih tidur","2023-10-31 08:01:00+00:00",,,"https://pbs.twimg.com/profile_images/1714526126478090240/skU3fd4M_400x400.jpg",,,,,,,,,,,,,,,"1719263344992092361",,,,,,"https://twitter.com/allurating/status/1719263344992092361","@allurating"
,"Jalil Gojek",,,,,"@syaalmaa1",,,,"pt","0",,,"Gojek lang:in","0","0","0","Maumaumau","2023-10-31 07:59:00+00:00",,,"https://pbs.twimg.com/profile_images/1697999468699037696/7g9x-FHl_400x400.png",,,,,,,,,,,,,,,"1719262924165046663",,,,,,"https://twitter.com/jalilassauri03/status/1719262924165046663","@jalilassauri03"
